Set,Qty,Name,Text,Type,Faction / Color,Cost,Defense,Other,Role,Notes,Artist
The Ruin of Thandar,1,Headshot,"{Sacrifice}: Stun target minion that isn’t in your area.
Draw a card.
|
{Sacrifice}: You may stun target champion.
Draw a card.",Ranger Campaign Ability | Ranger Ability,,,,Level 3,Character Ability,,Antonis Papantoniou
The Ruin of Thandar,1,Quickshot,"{Sacrifice}: Stun target minion that isn’t in your area.
You may put an arrow from your discard pile into your hand.
Draw a card.
|
{Sacrifice}: You may stun target champion.
You may put an arrow from your discard pile into your hand.
Draw a card.",Ranger Campaign Ability | Ranger Ability,,,,Level 4,Character Ability,,Antonis Papantoniou
The Ruin of Thandar,1,Twin Shot,"{Sacrifice}: Stun target minion that isn’t in your area, then another.
Draw a card.
|
{Sacrifice}: You may stun target champion, then another.
Draw a card.",Ranger Campaign Ability | Ranger Ability,,,,Level 4,Character Ability,,Johnny Morrow
The Ruin of Thandar,1,Snapshot,"{Sacrifice}: Stun target minion that isn’t in your area.
You may put up to two total bows and/or arrows from your discard pile into your hand.
Draw a card.
|
{Sacrifice}: You may stun target champion.
You may put up to two total bows and/or arrows from your discard pile into your hand.
Draw a card.",Ranger Campaign Ability | Ranger Ability,,,,Level 5,Character Ability,,Antonis Papantoniou
The Ruin of Thandar,1,Longshot,"{Sacrifice}: Stun target minion that isn’t in your area, then another.
You may put an arrow from your discard pile into your hand.
Draw a card.
|
{Sacrifice}: You may stun target champion, then another.
You may put an arrow from your discard pile into your hand.
Draw a card.",Ranger Campaign Ability | Ranger Ability,,,,Level 5,Character Ability,,Grzegorz Pedrycz
The Ruin of Thandar,1,Triple Shot,"{Sacrifice}: Stun target minion that isn’t in your area, then a second, then a third.
Draw a card.
|
{Sacrifice}: You may stun target champion, then a second, then a third.
Draw a card.",Ranger Campaign Ability | Ranger Ability,,,,Level 5,Character Ability,,Johnny Morrow
The Ruin of Thandar,1,Track,"{Expand and pay 2 gold}: Look at the top three cards of your deck. You may put up to two of them into your discard pile, then put the rest back in any order.",Ranger Campaign Skill | Ranger Skill,,,,Level 1,Character Skill,,Jimmy Tayag
The Ruin of Thandar,1,Fast Track,"{Expand and pay 2 gold}: You and target nearby player each look at the top three cards of your decks. You may each put up to two of them into your discard piles, then put the rest back in any order.
|
{Expand and pay 1 gold}: Look at the top three cards of your deck. You may put one of them into your discard pile, then put the rest back in any order.",Ranger Campaign Skill | Ranger Skill,,,,Level 2,Character Skill,,Souveraine
The Ruin of Thandar,1,Careful Track,"{Expand and pay 2 gold}: Look at the top four cards of your deck. You may put up to two of them into your discard pile, then put the rest back in any order.",Ranger Campaign Skill | Ranger Skill,,,,Level 2,Character Skill,,Antonis Papantoniou
The Ruin of Thandar,1,Instinctive Track,"{Expand and pay 2 gold}: You and up to two target nearby players each look at the top three cards of your decks. You may each put up to two of them into your discard piles, then put the rest back in any order.
|
{Expand and pay 1 gold}: Look at the top three cards of your deck. You may put up to two of them into your discard pile, then put the rest back in any order.",Ranger Campaign Skill | Ranger Skill,,,,Level 3,Character Skill,,Souveraine
The Ruin of Thandar,1,Relentless Track,"{Expand and pay 2 gold}: You and target nearby player each look at the top four cards of your decks. You may each put up to two of them into your discard piles, then put the rest back in any order.
|
{Expand and pay 1 gold}: Look at the top four cards of your deck. You may put one of them into your discard pile, then put the rest back in any order.",Ranger Campaign Skill | Ranger Skill,,,,Level 3,Character Skill,,Helder Almeida
The Ruin of Thandar,1,Flawless Track,"{Expand and pay 2 gold}: Look at the top five cards of your deck. You may put up to three of them into your discard pile, then put the rest back in any order.",Ranger Campaign Skill | Ranger Skill,,,,Level 3,Character Skill,,Antonis Papantoniou
The Ruin of Thandar,1,Additional Health (Cleric),,Additional Health,,,,"Level 1
Health +7
|
Level 2
Health +14",Hero,,Dhennis I. Balontong
The Ruin of Thandar,1,Additional Health (Fighter),,Additional Health,,,,"Level 1
Health +9
|
Level 2
Health +18",Hero,,Dhennis I. Balontong
The Ruin of Thandar,1,Additional Health (Ranger),,Additional Health,,,,"Level 1
Health +8
|
Level 2
Health +16",Hero,,Jimmy Tayag | Haroon Akram
The Ruin of Thandar,1,Additional Health (Thief),,Additional Health,,,,"Level 1
Health +6
|
Level 2
Health +12",Hero,,Jimmy Tayag | Dhennis I. Balontong
The Ruin of Thandar,1,Additional Health (Wizard),,Additional Health,,,,"Level 1
Health +5
|
Level 2
Health +10",Hero,,Dhennis I. Balontong | Haroon Akram
The Ruin of Thandar,1,Veteran Follower,"<i>Replaces: Follower</i>
{Expend}: {Gain 3 combat}",Cleric Champion ◆ Human,,,1 Guard,,Treasure,,Antonis Papantoniou
The Ruin of Thandar,1,Redeemed Ruinos,"When this champion becomes stunned, draw a card.
<hr>
{Expend}: {Gain 2 health}",Cleric Champion ◆ Human,,,1,,Treasure,,Grant Griffin
The Ruin of Thandar,1,Everburning Candle,"<i>Replaces: Gold</i>
{Gain 1 gold} {Gain 3 health}
<i>or</i>
Put a champion without a cost <i>(such as Follower)</i> from your discard pile into your hand.",Cleric Item ◆ Candle,,,,,Treasure,,Ksenia Kozhevnikova
The Ruin of Thandar,1,Brightstar Shield,"Draw a card.
Attach this to a friendly champion in your area or in a nearby area. It has {+2 defense}. <i>(When that champion leaves play, put this into your discard pile.)</i>",Cleric Item ◆ Shield ◆ Attachment,,,,,Treasure,,Shen Fei
The Ruin of Thandar,1,Seasoned Shield Bearer,"<i>Replaces: Shield Bearer</i>
<i>Your shield again, my liege.</i>",Fighter Champion ◆ Human,,,5 Guard,,Treasure,,Antonis Papantoniou
The Ruin of Thandar,1,Double-Bladed Axe,"{Gain 3 combat}
+{3 combat} for each minion in your area.
<i>(In PVP, +{3 combat} for each opposing guard.)</i>",Fighter Item ◆ Melee Weapon ◆ Axe,,,,,Treasure,,Marius Bota
The Ruin of Thandar,1,Hand Scythe,"<i>Replaces: Gold</i>
{Gain 1 gold}
Deal 3 damage to target minion in your area.
<i>(In PVP, target an opposing guard.)</i>",Fighter Item ◆ Melee Weapon ◆ Scythe,,,,,Treasure,,Grant Griffin
The Ruin of Thandar,1,Jagged Spear,"{Gain 4 combat}
<hr>
{Sacrifice}: Deal 4 damage to target master or minion not in your area.
<i>(In PVP, target an opposing player or non-guard champion.)</i>",Fighter Item ◆ Melee Weapon ◆ Spear,,,,,Treasure,,Rendi Arrahman
The Ruin of Thandar,1,Honed Black Arrow,"<i>Replaces: Black Arrow</i>
{Gain 3 combat}
If you have a bow in play, draw a card.",Ranger Item ◆ Arrow,,,,,Treasure,,Antonis Papantoniou
The Ruin of Thandar,1,Light Crossbow,"<i>Replaces: Gold</i>
{Gain 1 gold} {Gain 1 combat}",Ranger Item ◆ Ranged Weapon ◆ Bow,,,,,Treasure,,Johnny Morrow
The Ruin of Thandar,1,Snake Pet,"{Expend}: Stun target minion in your area or draw a card.
<i>(In PVP, you may also target an opposing guard.)</i>",Ranger Champion ◆ Snake,,,1,,Treasure,,Johnny Morrow
The Ruin of Thandar,1,Unending Quiver,"You may put an arrow from your discard pile into your hand.
Draw a card.",Ranger Item ◆ Magic Quiver,,,,,Treasure,,Melvin Chan
The Ruin of Thandar,1,Keen Throwing Knife,"<i>Replaces: Throwing Knife</i>
{Gain 3 combat}
+{2 combat} for each knife you’ve already played this turn.",Thief Item ◆ Ranged Weapon ◆ Knife,,,,,Treasure,,Antonis Papantoniou
The Ruin of Thandar,1,Sacrificial Dagger,"{Gain 1 gold} {Gain 1 combat}
You may sacrifice a card in your hand.",Thief Item ◆ Melee Weapon ◆ Dagger,,,,,Treasure,,Ksenia Kozhevnikova
The Ruin of Thandar,1,Enchanted Garrote,"<i>Replaces: Gold</i>
{Gain 1 gold}
Deal 4 damage to target minion in a nearby area.
<i>(In PVP, target an opposing non-guard champion.)</i>",Thief Item ◆ Magic Melee Weapon ◆ Garrote,,,,,Treasure,,Rainer Petter
The Ruin of Thandar,1,Knife Belt,"{Gain 1 gold}
Draw a card for each knife you have in play.
<hr>
It helps me cut a fine figure.",Thief Item ◆ Belt,,,,,Treasure,,Antonis Papantoniou
The Ruin of Thandar,1,Blazing Staff,"<i>Replaces: Fire Staff</i>
{Gain 3 combat}
If you have two or more actions in play, draw a card.",Wizard Item ◆ Magic Weapon ◆ Staff,,,,,Treasure,,Antonis Papantoniou
The Ruin of Thandar,1,Serpentine Staff,"<i>Replaces: Gold</i>
{Gain 1 gold}
Deal 2 damage to each minion in target area.
<i>(In PVP, damage each opposing champion.)</i>",Wizard Item ◆ Magic Ranged Weapon ◆ Staff,,,,,Treasure,,Rainer Petter
The Ruin of Thandar,1,Silverskull Amulet,"{Gain 2 gold}
<hr>
{Sacrifice}: Draw a card.",Wizard Item ◆ Magic Amulet,,,,,Treasure,,Apsara
The Ruin of Thandar,1,Arcane Wand,"Draw a card.
For the rest of the turn, whenever you play an action, gain {1 combat}.",Wizard Item ◆ Magic Weapon ◆ Wand,,,,,Treasure,,Johnny Morrow
The Ruin of Thandar,1,Ruinos Disciple,{Expend}: {Gain 3 combat},Minion ◆ Human Fanatic,Blue,,3,,Setting,,Johnny Morrow
The Ruin of Thandar,1,Ruinos Disciple,{Expend}: {Gain 3 combat},Minion ◆ Human Fanatic,Red,,,,Setting,,Johnny Morrow
The Ruin of Thandar,1,Ruinos Disciple,{Expend}: {Gain 3 combat},Minion ◆ Human Fanatic,Green,,,,Setting,,Johnny Morrow
The Ruin of Thandar,1,Ruinos Disciple,{Expend}: {Gain 3 combat},Minion ◆ Human Fanatic,Yellow,,,,Setting,,Johnny Morrow
The Ruin of Thandar,1,Ruinos Enforcer,"Elite <i>(Put this minion into the master’s area.)</i>
<hr>
{Expend}: {Gain 5 combat}",Minion ◆ Human Fanatic,Green,,5 Guard,,Setting,,Grant Griffin
The Ruin of Thandar,1,Ruinos Enforcer,"Elite <i>(Put this minion into the master’s area.)</i>
<hr>
{Expend}: {Gain 5 combat}",Minion ◆ Human Fanatic,Yellow,,,,Setting,,Grant Griffin
The Ruin of Thandar,1,Ruinos Enforcer,"Elite <i>(Put this minion into the master’s area.)</i>
<hr>
{Expend}: {Gain 5 combat}",Minion ◆ Human Fanatic,Red,,,,Setting,,Grant Griffin
The Ruin of Thandar,1,Biting Imp,"When you play a {Necros} card, stun this minion.
<hr>
{Expend}: Discard an item.",Minion ◆ Imp,Blue,,4,,Setting,,Grzegorz Pedrycz
The Ruin of Thandar,1,Biting Imp,"When you play a {Necros} card, stun this minion.
<hr>
{Expend}: Discard an item.",Minion ◆ Imp,Green,,,,Setting,,Grzegorz Pedrycz
The Ruin of Thandar,1,Biting Imp,"When you play a {Necros} card, stun this minion.
<hr>
{Expend}: Discard an item.",Minion ◆ Imp,Red,,,,Setting,,Grzegorz Pedrycz
The Ruin of Thandar,1,Biting Imp,"When you play a {Necros} card, stun this minion.
<hr>
{Expend}: Discard an item.",Minion ◆ Imp,Yellow,,,,Setting,,Grzegorz Pedrycz
The Ruin of Thandar,1,Twisting Bolt,This deals 10 damage to you. A nearby player may choose to suffer the damage instead.,Action ◆ Curse,Blue,,,,Setting,,Dhennis Balontong
The Ruin of Thandar,1,Twisting Bolt,This deals 10 damage to you. A nearby player may choose to suffer the damage instead.,Action ◆ Curse,Favored,,,,Setting,,Dhennis Balontong
The Ruin of Thandar,1,Charging Drunk,"Unaware <i>(Nearby players deal double damage to this minion.)</i>
<hr>
{Expend}: {Gain 4 combat}",Minion ◆ Human Drunk,Blue,,4,,Encounter 1,,Shen Fei
The Ruin of Thandar,1,Charging Drunk,"Unaware <i>(Nearby players deal double damage to this minion.)</i>
<hr>
{Expend}: {Gain 4 combat}",Minion ◆ Human Drunk,Red,,,,Encounter 1,,Shen Fei
The Ruin of Thandar,1,Charging Drunk,"Unaware <i>(Nearby players deal double damage to this minion.)</i>
<hr>
{Expend}: {Gain 4 combat}",Minion ◆ Human Drunk,Green,,,,Encounter 1,,Shen Fei
The Ruin of Thandar,1,Charging Drunk,"Unaware <i>(Nearby players deal double damage to this minion.)</i>
<hr>
{Expend}: {Gain 4 combat}",Minion ◆ Human Drunk,Yellow,,,,Encounter 1,,Shen Fei
The Ruin of Thandar,1,Crazed Bartender,"Unaware <i>(Nearby players deal double damage to this minion.)</i>
<hr>
{Expend}: {Gain 8 combat}",Minion ◆ Human Bartender,Green,,8,,Encounter 1,,Grzegorz Pedrycz
The Ruin of Thandar,1,Broken Tables and Chairs,"Your area is Blocked Off. <i>(You can’t fight, heal, or target outside your area, and other players can’t fight, heal, or target inside your area.)</i>
You may expend one of your champions to clear this hazard.",Hazard,Blue,,,,Encounter 1,,David Nash
The Ruin of Thandar,1,Broken Tables and Chairs,"Your area is Blocked Off. <i>(You can’t fight, heal, or target outside your area, and other players can’t fight, heal, or target inside your area.)</i>
You may expend one of your champions to clear this hazard.",Hazard,Favored,,,,Encounter 1,,David Nash
The Ruin of Thandar,1,Temporary Insanity,"For each nearby player, sacrifice the top card of the market deck. Make a villainous attack against that player with {combat} equal to the card’s {gold}.
<i>(Ignore Blocked Off players. If you are Blocked Off or if there aren’t any available nearby players, attack your area instead.)</i>",Action ◆ Curse,Red,,,,Encounter 1,,Jaime Tayag
The Ruin of Thandar,1,Temporary Insanity,"For each nearby player, sacrifice the top card of the market deck. Make a villainous attack against that player with {combat} equal to the card’s {gold}.
<i>(Ignore Blocked Off players. If you are Blocked Off or if there aren’t any available nearby players, attack your area instead.)</i>",Action ◆ Curse,Yellow,,,,Encounter 1,,Jaime Tayag
The Ruin of Thandar,1,Ruinos Vampire,{Expend}: {Gain 4 combat} {Gain 4 health},Minion ◆ Vampire Fanatic,Red,,4,,Encounter 2,,Rainer Petter
The Ruin of Thandar,1,Ruinos Vampire,{Expend}: {Gain 4 combat} {Gain 4 health},Minion ◆ Vampire Fanatic,Blue,,,,Encounter 2,,Rainer Petter
The Ruin of Thandar,1,Ruinos Vampire,{Expend}: {Gain 4 combat} {Gain 4 health},Minion ◆ Vampire Fanatic,Yellow,,,,Encounter 2,,Rainer Petter
The Ruin of Thandar,1,Ruinos Ambusher,"Elite <i>(Put this minion into the master’s area.)</i>
Players’ champions enter play expended.
<hr>
{Expend}: {Gain 3 combat}",Minion ◆ Human Fanatic,Green,,6,,Encounter 2,,Rendi Arrahman
The Ruin of Thandar,1,Ruinos Ambusher,"Elite <i>(Put this minion into the master’s area.)</i>
Players’ champions enter play expended.
<hr>
{Expend}: {Gain 3 combat}",Minion ◆ Human Fanatic,Yellow,,,,Encounter 2,,Rendi Arrahman
The Ruin of Thandar,1,Clinging Imp,"When you play a {Necros} card, stun this minion.
<hr>
{Expend}: Discard a card that costs {1 gold} or more.",Minion ◆ Imp,Red,,3,,Encounter 2,,Takashi Tan
The Ruin of Thandar,1,Clinging Imp,"When you play a {Necros} card, stun this minion.
<hr>
{Expend}: Discard a card that costs {1 gold} or more.",Minion ◆ Imp,Blue,,,,Encounter 2,,Takashi Tan
The Ruin of Thandar,1,Clinging Imp,"When you play a {Necros} card, stun this minion.
<hr>
{Expend}: Discard a card that costs {1 gold} or more.",Minion ◆ Imp,Green,,,,Encounter 2,,Takashi Tan
The Ruin of Thandar,1,Escape!,"If the master’s deck has been reshuffled this encounter, the master escapes. <i>(You lose the encounter.)</i>",Action,Favored,,,,Encounter 2,,Shen Fei
The Ruin of Thandar,1,Captive,"You discover someone has been captured by the Ruinos! Go to Chapter 10 of the Adventure Book.
<hr>
{Expend}: Sacrifice the top card of the Ritual, or a Flesh Armor, Shadow, Spike, or Gobbled Up card.",Champion ◆ Human,Blue,,2,,Encounter 3,"You may sacrifice ANY Flesh Armor, Shadow, Spike, or Gobbled Up card. It doesn't have to be a ""top card"".",Antonis Papantoniou
The Ruin of Thandar,1,Ruinos Chanter,"Elite <i>(Put this minion into the master’s area.)</i>
<hr>
{Expend}: If the Ruinos Archpriestess is the master, add the top card of the Market deck to the Ritual. Otherwise, gain {4 combat}.",Minion ◆ Human Fanatic,Blue,,6,,Encounter 3,,Ksenia Kozhevnikova
The Ruin of Thandar,1,Ruinos Chanter,"Elite <i>(Put this minion into the master’s area.)</i>
<hr>
{Expend}: If the Ruinos Archpriestess is the master, add the top card of the Market deck to the Ritual. Otherwise, gain {4 combat}.",Minion ◆ Human Fanatic,Red,,,,Encounter 3,,Ksenia Kozhevnikova
The Ruin of Thandar,1,Ruinos Chanter,"Elite <i>(Put this minion into the master’s area.)</i>
<hr>
{Expend}: If the Ruinos Archpriestess is the master, add the top card of the Market deck to the Ritual. Otherwise, gain {4 combat}.",Minion ◆ Human Fanatic,Yellow,,,,Encounter 3,,Ksenia Kozhevnikova
The Ruin of Thandar,1,Stone Golem,"Tough <i>(This minion can’t be stunned except by damage.)</i>
<hr>
{Expend}: {Gain 5 combat}",Minion ◆ Golem,Red,,9,,Encounter 3,,Orjan Svendsen
The Ruin of Thandar,1,Stone Golem,"Tough <i>(This minion can’t be stunned except by damage.)</i>
<hr>
{Expend}: {Gain 5 combat}",Minion ◆ Golem,Green,,,,Encounter 3,,Orjan Svendsen
The Ruin of Thandar,1,Fire Pentagram,"When the master flips a {red} card, this deals 5 damage to you and to each of your champions, then clear this hazard.
When you play a card that costs {5 gold}, clear this hazard.",Hazard,Green,,,,Encounter 3,,Ren Tu
The Ruin of Thandar,1,Fire Pentagram,"When the master flips a {red} card, this deals 5 damage to you and to each of your champions, then clear this hazard.
When you play a card that costs {5 gold}, clear this hazard.",Hazard,Yellow,,,,Encounter 3,,Ren Tu
The Ruin of Thandar,1,Ruinos Zealot,"Elite <i>(Put this minion into the master’s area.)</i>
When each other fanatic expends for the first time each turn, prepare it. <i>(It expends again.)</i>
<hr>
{Expend}: {Gain 6 combat}",Minion ◆ Human Fanatic,Favored,,6 Guard,,Encounter 3,,L. Sean
The Ruin of Thandar,1,Vexing Imp,"Elite <i>(Put this minion into the master’s area.)</i>
When you play two {Necros} cards in one turn, stun this minion.
<hr>
{Expend}: Discard a random card.",Minion ◆ Imp,Favored,,7,,Encounter 3,,Takashi Tan
The Ruin of Thandar,1,Mastery,,,Favored,,,,Mastery,,Helder Almeida
The Ruin of Thandar,1,Mastery,,,Blue,,,,Mastery,,Helder Almeida
The Ruin of Thandar,1,Mastery,,,Green,,,,Mastery,,Helder Almeida
The Ruin of Thandar,1,Mastery,,,Red,,,,Mastery,,Helder Almeida
The Ruin of Thandar,1,Mastery,,,Yellow,,,,Mastery,,Helder Almeida
The Ruin of Thandar,1,Elixir of Endurance,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
{Sacrifice}: {Gain 5 health}",Inventory Item ◆ Elixir,,,,,Treasure,,L. Sean
The Ruin of Thandar,1,Elixir of Fortune,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
{Sacrifice}: The next action you acquire this turn costs {1 gold} less.",Inventory Item ◆ Elixir,,,,,Treasure,,L. Sean
The Ruin of Thandar,1,Elixir of Concentration,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
{Sacrifice}: You may sacrifice a card in your hand.",Inventory Item ◆ Elixir,,,,,Treasure,,L. Sean
The Ruin of Thandar,1,Elixir of Strength,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
{Sacrifice}: {Gain 3 combat}",Inventory Item ◆ Elixir,,,,,Treasure,,L. Sean
The Ruin of Thandar,1,Elixir of Wisdom,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
{Sacrifice}: Draw a card, then discard a card.",Inventory Item ◆ Elixir,,,,,Treasure,,L. Sean
The Ruin of Thandar,1,Steel of Karakan,Sacrifice the top four cards of the market deck. Gain {health} equal to the total cost of those cards.,Item ◆ Relic,Imperial,6,,,Market Deck,,Grzegorz Pedrycz
The Ruin of Thandar,1,Tooth of Ingarash,"Gain {combat} equal to the number of cards in your discard pile.
Draw a card.",Item ◆ Relic,Wild,6,,,Market Deck,,Jaime Tayag
The Ruin of Thandar,1,Shard of Slaughterclaw,Sacrifice the top three cards of the market deck. Gain {combat} equal to the total cost of those cards.,Item ◆ Relic,Necros,6,,,Market Deck,,Shen Fei
The Ruin of Thandar,1,Stone of Laughing Shadow,Sacrifice the top three cards of the market deck. This card becomes a copy of one of those cards <i>(your choice)</i> until the end of your Main Phase. It is still a {Guild} Item Relic in addition to the copied card’s faction and types.,Item ◆ Relic,Guild,6,,,Market Deck,,Melvin Chan
The Ruin of Thandar,1,Enthralled Regulars,,Master ◆ Starting Health: 50,,,,"Level 1
Mastery cards needed: 3
Cards to play: 1
|
Level 2
Cards to play: 2",Master,,Antonis Papantoniou
The Ruin of Thandar,1,Ruinos Zealot,,Master ◆ Starting Health: 65,,,,"Level 1
Mastery cards needed: 3
Cards to play: 1
|
Level 2
Cards to play: 1",Master,,L. Sean
The Ruin of Thandar,1,Vexing Imp,,Master ◆ Starting Health: 60,,,,"Level 1
Mastery cards needed: 3
Cards to play: 1
|
Level 2
Cards to play: 1",Master,,Takashi Tan
The Ruin of Thandar,1,Ruinos Archpriestess,,Master ◆ Starting Health: 30,,,,"Level 1
Mastery cards needed: 3
Cards to play: 1
|
Level 2
Cards to play: 1",Master,,Johnny Morrow
The Ruin of Thandar,1,Slaughterclaw,,Master ◆ Starting Health: 70,,,,"Level 1
Mastery cards needed: 2
Cards to play: 1
|
Level 2
Cards to play: 1",Master,,Shen Fei
The Ruin of Thandar,1,The Laughing Shadow,,Master ◆ Starting Health: 75,,,,"Level 1
Mastery cards needed: 2
Cards to play: 1
|
Level 2
Cards to play: 1",Master,,Melvin Chan
The Ruin of Thandar,1,Ingarash the Insatiable,,Master ◆ Starting Health: 80,,,,"Level 1
Mastery cards needed: 2
Cards to play: 1
|
Level 2
Cards to play: 2",Master,,Guillaume Ducos
The Ruin of Thandar,1,Karakan Flesh-of-Iron,,Master ◆ Starting Health: 65,,,,"Level 1
Mastery cards needed: 2
Cards to play: 1
|
Level 2
Cards to play: 1",Master,,Grzegorz Pedrycz
Character Pack: Wizard,1,Wizard,,Hero,,,,Health 50,Hero,,Dhennis I. Balontong | Haroon Akram
Character Pack: Wizard,1,Channel | Rules (Part 2),"{Expand and pay 2 gold}: {healthneg1}
Draw a card.",Wizard Skill | Part 2 of 2,,,,,Character Ability,"Errata: In the first edition, this card's type was an ""Ability"". It is now a ""Skill"".",Dhennis I. Balontong
Character Pack: Wizard,1,Fireball | Rules (Part 1),"{Sacrifice}: Deal four damage to target player and to each of their champions.
<i>(Guards do not protect against this.)</i>",Wizard Ability | Part 1 of 2,,,,,Character Ability,,Apsara
Character Pack: Wizard,1,Cat Familiar,{Expend}: {Gain 1 combat} <i>or</i> {Gain 1 gold} <i>or</i> {Gain 1 health},Champion ◆ Feline,,,2,,Personal Deck,,Apsara
Character Pack: Wizard,2,Ignite,{Gain 2 combat},Action ◆ Spell,,,,,Personal Deck,,L. Sean
Character Pack: Wizard,1,Spell Components,"{Gain 1 gold}
The next action you acquire this turn costs {1 gold} less.",Item ◆ Magic Supplies,,,,,Personal Deck,,Apsara
Character Pack: Wizard,1,Fire Staff,"{Gain 1 combat}
If you have two or more actions in play, draw a card.",Item ◆ Magic Weapon ◆ Staff,,,,,Personal Deck,,Apsara
Character Pack: Wizard,5,Gold,{Gain 1 gold},Item ◆ Currency ◆ Coin,,,,,Personal Deck,,Antonis Papantoniou
Character Pack: Wizard,1,Scorecard (00-09) | Scorecard (80-89),,,,,,,Scorecard,,Haroon Akram | Dhennis I. Balontong
Character Pack: Wizard,1,Scorecard (40-70) | Scorecard (00-30),,,,,,,Scorecard,,Haroon Akram | Dhennis I. Balontong
Character Pack: Thief,1,Thief,,Hero,,,,Health 52,Hero,,Jimmy Tayag | Dhennis I. Balontong
Character Pack: Thief,1,Heist | Rules (Part 1),"{Sacrifice}: This turn, you may acquire a card from an opponent’s discard pile by paying its cost. You may not use this ability on cards without a printed cost, or during your first or second turn.",Thief Ability | Part 1 of 2,,,,,Character Ability,,Jimmy Tayag
Character Pack: Thief,1,Pick Pocket | Rules (Part 2),"{Expand and pay 2 gold}: {Gain 3 health}
Target opponent discards a card.",Thief Skill | Part 2 of 2,,,,,Character Ability,"Errata: In the first edition, this card's type was an ""Ability"". It is now a ""Skill"".",Jimmy Tayag
Character Pack: Thief,3,Throwing Knife,"{Gain 1 combat}
+{2 combat} for each knife you’ve already played this turn.",Item ◆ Ranged Weapon ◆ Knife,,,,,Personal Deck,,Antonis Papantoniou
Character Pack: Thief,5,Gold,{Gain 1 gold},Item ◆ Currency ◆ Coin,,,,,Personal Deck,,Antonis Papantoniou
Character Pack: Thief,2,Ruby,{Gain 2 gold},Item ◆ Currency ◆ Gem,,,,,Personal Deck,,Apsara
Character Pack: Thief,1,Scorecard (00-09) | Scorecard (80-89),,,,,,,Scorecard,,Dhennis I. Balontong | Jimmy Tayag
Character Pack: Thief,1,Scorecard (40-70) | Scorecard (00-30),,,,,,,Scorecard,,Dhennis I. Balontong | Jimmy Tayag
Character Pack: Ranger,1,Ranger,,Hero,,,,Health 58,Hero,,Jimmy Tayag | Haroon Akram
Character Pack: Ranger,1,Headshot | Rules (Part 1),{Sacrifice}: Draw a card. You may stun target champion.,Ranger Ability | Part 1 of 2,,,,,Character Ability,,Antonis Papantoniou
Character Pack: Ranger,1,Track | Rules (Part 2),"{Expand and pay 2 gold}: Look at the top three cards of your deck. You may put up to two of them into your discard pile, then put the rest back on top of your deck in any order.",Ranger Skill | Part 2 of 2,,,,,Character Ability,"Errata: In the first edition, this card's type was an ""Ability"". It is now a ""Skill"".",Jimmy Tayag
Character Pack: Ranger,2,Black Arrow,"{Gain 1 combat}
If you have a bow in play, draw a card.",Item ◆ Arrow,,,,,Personal Deck,,Bramasta Aji
Character Pack: Ranger,1,Horn of Calling,"{Gain 1 gold}
The next champion you acquire this turn costs {1 gold} less.",Item ◆ Instrument,,,,,Personal Deck,,Bramasta Aji
Character Pack: Ranger,1,Hunting Bow,{Gain 2 combat},Item ◆ Ranged Weapon ◆ Bow,,,,,Personal Deck,,Bramasta Aji
Character Pack: Ranger,5,Gold,{Gain 1 gold},Item ◆ Currency ◆ Coin,,,,,Personal Deck,,Antonis Papantoniou
Character Pack: Ranger,1,Ruby,{Gain 2 gold},Item ◆ Currency ◆ Gem,,,,,Personal Deck,,Apsara
Character Pack: Ranger,1,Scorecard (00-09) | Scorecard (80-89),,,,,,,Scorecard,,Haroon Akram | Jimmy Tayag
Character Pack: Ranger,1,Scorecard (40-70) | Scorecard (00-30),,,,,,,Scorecard,,Haroon Akram | Jimmy Tayag
Character Pack: Fighter,1,Fighter,,Hero,,,,Health 60,Hero,,Dhennis I. Balontong
Character Pack: Fighter,1,Crushing Blow | Rules (Part 1),{Sacrifice}: {Gain 8 combat},Fighter Ability | Part 1 of 2,,,,,Character Ability,,Dhennis I. Balontong
Character Pack: Fighter,1,Shoulder Bash | Rules (Part 2),{Expand and pay 2 gold}: {Gain 2 combat},Fighter Skill | Part 2 of 2,,,,,Character Ability,"Errata: In the first edition, this card's type was an ""Ability"". It is now a ""Skill"".",Dhennis I. Balontong
Character Pack: Fighter,1,Longsword,{Gain 3 combat},Item ◆ Melee Weapon ◆ Sword,,,,,Personal Deck,,Johnny Morrow
Character Pack: Fighter,1,Shield Bearer,,Champion ◆ Human,,,3 Guard,,Personal Deck,,Johnny Morrow
Character Pack: Fighter,1,Throwing Axe,"{Gain 2 combat}
If playing this card would give you 7 or more combat this turn, draw a card.",Item ◆ Ranged Weapon ◆ Axe,,,,,Personal Deck,,Johnny Morrow
Character Pack: Fighter,6,Gold,{Gain 1 gold},Item ◆ Currency ◆ Coin,,,,,Personal Deck,,Antonis Papantoniou
Character Pack: Fighter,1,Ruby,{Gain 2 gold},Item ◆ Currency ◆ Gem,,,,,Personal Deck,,Apsara
Character Pack: Fighter,1,Scorecard (00-09) | Scorecard (80-89),,,,,,,Scorecard,,Dhennis I. Balontong
